STRAIN	BC_ID	MU_ID	ENV	gen_0	gen_10	gen_20	gen_30	gen_40
DivAnc	99338	693	1_SC3	1	24	20	55	23
DivAnc	83774	859	1_SC3	1639	9167	4275	8781	6779
DivAnc	71092	835	1_SC3	1	11	6	0	0
DivAnc	635	757	1_SC3	2	8	3	5	2
DivAnc	226950	152	1_SC3	45	204	42	99	59
DivAnc	8069	917	1_SC3	19	103	63	79	80
DivAnc	66145	520	1_SC3	1	16	7	18	14
DivAnc	200116	888	1_SC3	1	0	0	0	0
DivAnc	73056	899	1_SC3	1	0	0	0	0
DivAnc	23132	617	1_SC3	1	0	0	0	0
DivAnc	145555	439	1_SC3	218	1056	579	1185	975
DivAnc	7481	48	1_SC3	140	702	259	576	483
DivAnc	59197	47	1_SC3	60	409	202	316	261
DivAnc	59196	718	1_SC3	709	4158	2166	4074	3271
DivAnc	291783	807	1_SC3	6	60	51	134	99
DivAnc	28267	768	1_SC3	2	11	14	23	7
DivAnc	106517	175	1_SC3	1	0	0	0	0
DivAnc	154956	592	1_SC3	254	1623	724	1653	1265
DivAnc	108099	186	1_SC3	21	102	33	85	54
DivAnc	288412	926	1_SC3	225	1159	623	1330	1034
DivAnc	34453	149	1_SC3	4	15	13	4	3
DivAnc	1105	684	1_SC3	1	9	0	20	6
DivAnc	1102	33	1_SC3	258	1618	780	1885	1391
DivAnc	207582	100	1_SC3	2	18	13	35	14
DivAnc	77491	468	1_SC3	4	8	4	0	0
DivAnc	20024	162	1_SC3	1	9	2	6	0
DivAnc	89443	591	1_SC3	1	0	0	0	0
DivAnc	11324	742	1_SC3	2	10	13	34	29
DivAnc	51796	535	1_SC3	68	389	197	397	241
DivAnc	151532	1013	1_SC3	317	1887	935	1667	1365
DivAnc	59220	648	1_SC3	1	18	16	68	36
DivAnc	197181	366	1_SC3	1	0	0	0	0
DivAnc	7578	233	1_SC3	2	9	4	9	0
DivAnc	9816	536	1_SC3	263	1607	795	1579	1056
DivAnc	100100	439	1_SC3	249	1375	724	1397	1139
DivAnc	100453	756	1_SC3	4	36	20	52	29
DivAnc	308932	177	1_SC3	2	8	0	0	0
DivAnc	7773	310	1_SC3	217	1224	623	1308	1119
DivAnc	225991	149	1_SC3	16	78	22	19	8
DivAnc	21247	648	1_SC3	1	2	1	0	0
DivAnc	88641	72	1_SC3	107	518	339	638	522
DivAnc	35496	815	1_SC3	69	526	324	604	429
DivAnc	286813	954	1_SC3	118	718	396	713	542
DivAnc	8316	119	1_SC3	57	436	204	258	289
DivAnc	28847	362	1_SC3	228	1208	557	1104	896
DivAnc	114140	1001	1_SC3	4	8	9	22	8
DivAnc	23350	688	1_SC3	57	222	125	198	150
DivAnc	23829	212	1_SC3	633	3699	1821	3739	2960
DivAnc	52978	138	1_SC3	210	1202	640	1322	862
DivAnc	215965	932	1_SC3	1	6	2	2	0
DivAnc	109123	777	1_SC3	1	6	0	0	0
DivAnc	140071	965	1_SC3	1	0	0	0	0
DivAnc	4159	512	1_SC3	231	1264	586	1104	897
DivAnc	60841	464	1_SC3	1	14	0	0	0
DivAnc	950	381	1_SC3	2	0	0	0	0
DivAnc	32927	1004	1_SC3	41	250	90	277	279
DivAnc	22192	930	1_SC3	209	1163	519	1099	680
DivAnc	59906	476	1_SC3	5	21	6	2	0
DivAnc	215	426	1_SC3	320	1919	835	1795	1453
DivAnc	117540	979	1_SC3	1	4	2	16	22
DivAnc	79981	125	1_SC3	58	360	172	261	183
DivAnc	578	2	1_SC3	205	1213	675	1591	1109
DivAnc	22677	975	1_SC3	3	4	0	0	0
DivAnc	16561	60	1_SC3	2	2	0	0	0
DivAnc	52952	1014	1_SC3	171	948	500	750	578
DivAnc	15188	727	1_SC3	1	4	3	27	18
DivAnc	131359	203	1_SC3	2	22	5	19	34
DivAnc	289438	887	1_SC3	1	5	0	0	0
DivAnc	42179	60	1_SC3	1	2	0	0	0
DivAnc	34290	600	1_SC3	4	28	26	73	37
DivAnc	23911	807	1_SC3	1968	11343	5818	11214	8581
DivAnc	92012	242	1_SC3	502	2958	1584	3361	2470
DivAnc	51959	177	1_SC3	1	10	0	0	0
DivAnc	154305	434	1_SC3	176	1212	563	1198	1073
DivAnc	135633	638	1_SC3	593	3325	1741	3258	2243
DivAnc	21078	639	1_SC3	366	1919	941	2225	1780
DivAnc	185604	309	1_SC3	232	1314	658	1410	1028
DivAnc	119084	52	1_SC3	1	4	0	0	0
DivAnc	32144	993	1_SC3	58	330	135	313	160
DivAnc	25514	958	1_SC3	1	2	0	0	0
DivAnc	6311	449	1_SC3	71	347	215	423	339
DivAnc	287708	853	1_SC3	1	0	0	0	0
DivAnc	17365	915	1_SC3	1	4	6	13	17
DivAnc	2394	302	1_SC3	3	4	4	0	0
DivAnc	85258	392	1_SC3	188	893	443	865	737
DivAnc	26054	19	1_SC3	1	2	2	0	0
DivAnc	105178	132	1_SC3	22	172	79	143	96
DivAnc	2391	983	1_SC3	368	2010	945	1920	1559
DivAnc	121837	83	1_SC3	530	3117	1457	3005	2470
DivAnc	11478	814	1_SC3	1	7	4	6	20
DivAnc	220492	836	1_SC3	42	220	95	138	188
DivAnc	20611	1002	1_SC3	4	26	36	63	40
DivAnc	5015	350	1_SC3	449	2589	1268	2468	2007
DivAnc	62913	118	1_SC3	435	2811	1432	2845	2231
DivAnc	27939	461	1_SC3	216	1298	646	1356	1076
DivAnc	49618	846	1_SC3	49	297	218	406	357
DivAnc	25202	261	1_SC3	694	4039	2030	4193	3317
DivAnc	9490	227	1_SC3	449	2542	1305	2511	2113
DivAnc	49612	423	1_SC3	139	794	353	911	703
DivAnc	17143	186	1_SC3	106	644	400	704	522
DivAnc	36755	877	1_SC3	2	19	2	5	0
DivAnc	85034	954	1_SC3	527	3088	1590	3188	2440
DivAnc	80044	913	1_SC3	1	0	0	0	0
DivAnc	186268	3	1_SC3	1	0	0	0	0
DivAnc	1852	570	1_SC3	133	713	292	556	454
DivAnc	21185	830	1_SC3	1	9	10	23	21
DivAnc	75234	899	1_SC3	2	4	3	3	0
DivAnc	6269	898	1_SC3	54	246	88	155	141
DivAnc	2170	423	1_SC3	1643	9682	4862	9603	7234
DivAnc	3842	274	1_SC3	3	5	9	10	0
DivAnc	17096	891	1_SC3	1	11	8	10	1
DivAnc	918	916	1_SC3	1	1	1	7	22
DivAnc	2174	984	1_SC3	225	1422	680	1257	1034
DivAnc	2175	453	1_SC3	204	1294	609	1220	1026
DivAnc	42216	766	1_SC3	1	8	0	10	39
DivAnc	9543	590	1_SC3	1	0	0	0	0
DivAnc	118560	650	1_SC3	1	2	5	0	0
DivAnc	112422	356	1_SC3	1	8	6	6	11
DivAnc	45990	1009	1_SC3	1	9	3	0	0
DivAnc	41430	930	1_SC3	310	1812	1045	1935	1431
DivAnc	123505	347	1_SC3	2	25	14	25	1
DivAnc	21456	75	1_SC3	130	821	379	604	527
DivAnc	106688	767	1_SC3	1	4	0	0	0
DivAnc	10785	819	1_SC3	516	2830	1459	2774	2139
DivAnc	39727	704	1_SC3	107	668	364	644	540
DivAnc	10037	646	1_SC3	406	2598	1418	2600	2206
DivAnc	121014	118	1_SC3	277	1564	804	1569	1316
DivAnc	134851	923	1_SC3	3	3	0	0	0
DivAnc	71314	1004	1_SC3	301	1781	854	1507	1371
DivAnc	22987	237	1_SC3	171	998	502	932	774
DivAnc	7376	947	1_SC3	1	19	14	29	22
DivAnc	849	996	1_SC3	128	686	382	812	581
DivAnc	134101	34	1_SC3	297	1785	890	1717	1381
DivAnc	20581	209	1_SC3	2	30	11	29	13
DivAnc	41328	1001	1_SC3	34	238	90	199	188
DivAnc	103379	256	1_SC3	77	423	177	412	267
DivAnc	5438	534	1_SC3	1	5	2	30	35
DivAnc	102203	925	1_SC3	343	2054	1220	2238	1646
DivAnc	133450	132	1_SC3	2	3	7	22	0
DivAnc	41057	308	1_SC3	3	10	7	17	13
DivAnc	27593	757	1_SC3	1	0	0	0	0
DivAnc	84504	185	1_SC3	342	1724	895	1789	1292
DivAnc	179721	343	1_SC3	1	4	4	55	26
DivAnc	18212	125	1_SC3	1	0	0	0	0
DivAnc	9035	310	1_SC3	2	15	7	4	1
DivAnc	59766	423	1_SC3	311	1946	991	1779	1337
DivAnc	9038	998	1_SC3	1	5	0	0	0
DivAnc	10256	1012	1_SC3	496	3075	1597	2766	2141
DivAnc	107483	234	1_SC3	544	3406	1736	3495	2600
DivAnc	37245	231	1_SC3	5	38	2	5	3
DivAnc	194521	175	1_SC3	2	11	3	26	20
DivAnc	143486	458	1_SC3	99	539	225	486	384
DivAnc	176374	1016	1_SC3	1	2	0	0	0
DivAnc	164491	46	1_SC3	1	0	0	0	0
DivAnc	13120	109	1_SC3	270	1503	752	1542	1095
DivAnc	18509	73	1_SC3	1	26	15	11	0
DivAnc	176378	91	1_SC3	68	380	224	433	299
DivAnc	169144	925	1_SC3	1	0	0	0	0
DivAnc	34280	717	1_SC3	49	229	158	256	169
DivAnc	29894	431	1_SC3	1	2	0	0	0
DivAnc	3429	520	1_SC3	1	3	0	0	0
DivAnc	72055	478	1_SC3	2	20	0	0	0
DivAnc	15797	805	1_SC3	1	20	0	0	0
DivAnc	264592	251	1_SC3	1	29	10	28	9
DivAnc	2958	819	1_SC3	1	0	0	0	0
DivAnc	24341	998	1_SC3	22	183	114	217	143
DivAnc	125682	729	1_SC3	1	0	0	0	0
DivAnc	28478	431	1_SC3	53	218	89	196	200
DivAnc	14313	902	1_SC3	1	0	0	0	0
DivAnc	58744	817	1_SC3	218	1439	736	1287	1002
DivAnc	143798	80	1_SC3	1	0	0	0	0
DivAnc	17951	245	1_SC3	1	0	0	0	0
DivAnc	17950	639	1_SC3	649	3785	1914	3742	2821
DivAnc	91401	935	1_SC3	505	3159	1483	3215	2254
DivAnc	232780	34	1_SC3	1	15	0	0	0
DivAnc	606	960	1_SC3	211	1308	756	1491	1107
DivAnc	4361	181	1_SC3	57	393	203	300	259
DivAnc	600	512	1_SC3	769	4637	2407	4776	3681
DivAnc	30035	50	1_SC3	1	6	0	0	0
DivAnc	609	622	1_SC3	545	3284	1607	3202	2429
DivAnc	59436	710	1_SC3	1	0	0	0	0
DivAnc	192809	1005	1_SC3	1	9	0	0	0
DivAnc	138075	99	1_SC3	1	25	18	10	0
DivAnc	8275	213	1_SC3	660	3900	2044	4039	3053
DivAnc	59187	461	1_SC3	4	18	10	16	24
DivAnc	637	983	1_SC3	9	40	15	62	41
DivAnc	187100	381	1_SC3	4	42	13	50	12
DivAnc	162894	367	1_SC3	150	883	377	863	606
DivAnc	1447	988	1_SC3	3	3	0	0	0
DivAnc	175000	802	1_SC3	1	6	2	0	0
DivAnc	639	687	1_SC3	1	4	0	0	0
DivAnc	47275	887	1_SC3	95	592	287	489	376
DivAnc	31635	986	1_SC3	1	0	0	0	0
DivAnc	47270	110	1_SC3	14	74	17	11	0
DivAnc	13780	109	1_SC3	18	121	43	132	127
DivAnc	23745	781	1_SC3	17	134	72	74	49
DivAnc	23748	295	1_SC3	539	3640	1759	3327	2542
DivAnc	55196	674	1_SC3	1	5	6	0	0
DivAnc	97478	607	1_SC3	5	13	1	24	13
DivAnc	23585	809	1_SC3	29	216	154	342	243
DivAnc	126689	423	1_SC3	12	68	25	41	16
DivAnc	159524	209	1_SC3	26	141	83	238	173
DivAnc	34663	446	1_SC3	2	13	15	17	10
DivAnc	11314	973	1_SC3	193	1382	701	1353	1094
DivAnc	199928	486	1_SC3	3	31	12	22	27
DivAnc	11312	597	1_SC3	1	24	2	0	0
DivAnc	195913	17	1_SC3	1	0	0	0	0
DivAnc	155044	627	1_SC3	1	0	0	0	0
DivAnc	9808	375	1_SC3	1	0	0	0	0
DivAnc	9805	733	1_SC3	2	13	4	13	10
DivAnc	9804	547	1_SC3	4	37	14	0	0
DivAnc	55043	47	1_SC3	38	148	69	162	72
DivAnc	9802	227	1_SC3	84	503	263	456	321
DivAnc	105348	138	1_SC3	433	2734	1395	2703	1974
DivAnc	212705	80	1_SC3	1	0	0	0	0
DivAnc	212701	289	1_SC3	3	5	2	12	12
DivAnc	42897	1001	1_SC3	504	2742	1316	2683	2305
DivAnc	117776	807	1_SC3	4	13	2	16	13
DivAnc	127152	343	1_SC3	233	1360	670	1511	1388
DivAnc	150252	998	1_SC3	49	286	136	357	365
DivAnc	114171	600	1_SC3	1	6	0	0	0
DivAnc	6720	551	1_SC3	1	4	0	0	0
DivAnc	111431	809	1_SC3	27	132	55	107	80
DivAnc	136229	623	1_SC3	2	26	11	34	33
DivAnc	28856	763	1_SC3	3	16	1	0	0
DivAnc	8309	374	1_SC3	15	87	55	103	66
DivAnc	15204	768	1_SC3	1	0	0	0	0
DivAnc	8095	116	1_SC3	503	2577	1281	2898	2089
DivAnc	5822	205	1_SC3	1	24	15	40	7
DivAnc	39062	756	1_SC3	397	2249	1100	2317	1839
DivAnc	12522	223	1_SC3	1	10	0	0	0
DivAnc	4141	631	1_SC3	1	12	3	3	0
DivAnc	110528	623	1_SC3	1	3	0	0	0
DivAnc	32449	313	1_SC3	193	1102	539	1107	979
DivAnc	96490	188	1_SC3	2	9	9	6	3
DivAnc	22766	592	1_SC3	1057	6174	3236	6691	5229
DivAnc	134723	245	1_SC3	2	9	0	0	0
DivAnc	11145	687	1_SC3	358	1954	934	1903	1477
DivAnc	116552	767	1_SC3	179	1044	595	1257	908
DivAnc	110252	733	1_SC3	437	2440	1294	2558	2212
DivAnc	16573	203	1_SC3	1	0	0	0	0
DivAnc	77444	705	1_SC3	399	2372	1249	2683	2065
DivAnc	43574	896	1_SC3	1	0	0	0	0
DivAnc	19300	893	1_SC3	3	6	4	3	3
DivAnc	55226	1001	1_SC3	2	11	9	0	0
DivAnc	16	648	1_SC3	1	0	0	0	0
DivAnc	82340	442	1_SC3	1	0	0	0	0
DivAnc	25742	648	1_SC3	1	0	0	0	0
DivAnc	92008	128	1_SC3	7	84	35	80	19
DivAnc	69078	1014	1_SC3	73	377	258	660	465
DivAnc	46727	964	1_SC3	1	0	0	0	0
DivAnc	196	898	1_SC3	456	2625	1307	2747	1864
DivAnc	6387	111	1_SC3	53	301	159	282	244
DivAnc	16319	428	1_SC3	2	23	18	19	11
DivAnc	4558	9	1_SC3	5	28	12	35	30
DivAnc	19874	552	1_SC3	1	0	0	0	0
DivAnc	2541	374	1_SC3	3	12	5	38	35
DivAnc	90432	60	1_SC3	244	1196	601	1026	754
DivAnc	119904	400	1_SC3	241	1330	670	1258	972
DivAnc	64996	423	1_SC3	655	3826	1941	3698	2930
DivAnc	42353	830	1_SC3	3	12	0	0	0
DivAnc	55240	597	1_SC3	6	21	6	8	0
DivAnc	165857	800	1_SC3	2	28	0	0	0
DivAnc	56331	780	1_SC3	301	1637	727	1378	900
DivAnc	2387	646	1_SC3	230	1533	609	1055	866
DivAnc	93442	35	1_SC3	329	1928	1009	2178	1791
DivAnc	292548	767	1_SC3	151	970	431	827	588
DivAnc	10102	777	1_SC3	1	4	0	0	0
DivAnc	253259	739	1_SC3	1	6	1	0	0
DivAnc	235461	926	1_SC3	56	430	214	536	468
DivAnc	9154	660	1_SC3	351	1911	896	1821	1343
DivAnc	67884	938	1_SC3	1	8	2	21	15
DivAnc	140933	729	1_SC3	402	2477	1322	3265	2608
DivAnc	70546	133	1_SC3	107	519	242	378	336
DivAnc	16406	526	1_SC3	2	0	0	0	0
DivAnc	9481	340	1_SC3	8	8	2	0	0
DivAnc	176380	159	1_SC3	1	7	1	0	0
DivAnc	176385	364	1_SC3	1	0	0	0	0
DivAnc	16794	109	1_SC3	320	1803	961	1913	1582
DivAnc	204129	12	1_SC3	1	0	0	0	0
DivAnc	43606	132	1_SC3	19	134	33	73	83
DivAnc	44620	804	1_SC3	1	6	23	35	18
DivAnc	4954	650	1_SC3	27	193	90	154	109
DivAnc	20489	138	1_SC3	399	2204	1313	2753	1949
DivAnc	53219	566	1_SC3	110	672	346	710	491
DivAnc	20954	536	1_SC3	2	2	0	0	0
DivAnc	7347	853	1_SC3	367	2094	1130	2124	1732
DivAnc	135841	1001	1_SC3	2	0	0	0	0
DivAnc	305110	506	1_SC3	134	898	431	774	587
DivAnc	3294	311	1_SC3	38	199	100	175	123
DivAnc	20132	47	1_SC3	116	537	203	469	279
DivAnc	5134	855	1_SC3	1	0	0	0	0
DivAnc	5133	421	1_SC3	46	229	104	138	117
DivAnc	3291	520	1_SC3	410	2685	1273	2577	2185
DivAnc	3293	551	1_SC3	2	27	9	22	13
DivAnc	854	536	1_SC3	3	24	9	11	2
DivAnc	44765	362	1_SC3	2	5	0	0	0
DivAnc	3451	481	1_SC3	12	57	42	108	94
DivAnc	150764	890	1_SC3	329	2252	1037	2059	1652
DivAnc	33178	639	1_SC3	264	1516	776	1459	1086
DivAnc	36926	125	1_SC3	230	1142	588	1255	879
DivAnc	271831	958	1_SC3	176	982	521	1034	783
DivAnc	41511	623	1_SC3	162	775	328	700	551
DivAnc	271121	1004	1_SC3	1	22	0	0	0
DivAnc	24309	395	1_SC3	47	257	161	345	260
DivAnc	44012	40	1_SC3	517	3338	1559	2853	2082
DivAnc	71127	742	1_SC3	379	1993	1018	1727	1556
DivAnc	62769	812	1_SC3	1	0	0	0	0
DivAnc	94734	843	1_SC3	244	1486	744	1411	1097
DivAnc	53452	998	1_SC3	21	101	57	74	85
DivAnc	59752	54	1_SC3	2	12	2	13	2
DivAnc	45388	412	1_SC3	1	0	0	0	0
DivAnc	20008	109	1_SC3	316	1890	1021	1962	1591
DivAnc	5228	628	1_SC3	6	42	19	36	17
DivAnc	83570	310	1_SC3	181	1071	486	917	833
DivAnc	21539	232	1_SC3	208	1244	609	1220	913
DivAnc	24016	98	1_SC3	3	9	13	20	9
DivAnc	155824	766	1_SC3	1	0	0	0	0
DivAnc	102654	386	1_SC3	1	7	0	0	0
DivAnc	142097	423	1_SC3	143	885	434	753	656
DivAnc	11868	47	1_SC3	576	3287	1634	3199	2185
DivAnc	15814	292	1_SC3	96	597	298	513	313
DivAnc	23638	800	1_SC3	1	0	0	0	0
DivAnc	59536	34	1_SC3	546	3283	1531	3144	2358
DivAnc	15140	597	1_SC3	246	1397	755	1586	1144
DivAnc	744	569	1_SC3	1	11	0	0	0
DivAnc	209755	191	1_SC3	6	88	27	68	92
DivAnc	147112	940	1_SC3	14	75	39	56	33
DivAnc	109927	175	1_SC3	17	80	39	141	71
DivAnc	136766	12	1_SC3	292	1545	728	1435	1223
DivAnc	6890	807	1_SC3	985	5779	2827	5809	4144
DivAnc	3061	680	1_SC3	9	44	17	33	32
DivAnc	15611	879	1_SC3	2	20	0	0	0
DivAnc	90815	565	1_SC3	543	3041	1545	3109	2523
DivAnc	222256	80	1_SC3	2	0	0	0	0
DivAnc	41606	573	1_SC3	2	11	12	25	18
DivAnc	289246	144	1_SC3	52	310	150	418	387
DivAnc	2940	925	1_SC3	76	384	192	357	224
DivAnc	20312	864	1_SC3	2	2	0	0	0
DivAnc	143679	461	1_SC3	3	24	12	0	0
DivAnc	198267	205	1_SC3	467	2721	1265	2708	1931
DivAnc	123797	423	1_SC3	813	4631	2367	4941	3935
DivAnc	238026	200	1_SC3	1	8	0	0	0
DivAnc	37891	20	1_SC3	231	1559	761	1924	1410
DivAnc	64437	800	1_SC3	3	19	24	5	1
DivAnc	147571	967	1_SC3	182	1092	530	1090	883
DivAnc	618	318	1_SC3	2	0	0	0	0
DivAnc	67442	390	1_SC3	347	1979	966	1923	1431
DivAnc	319400	932	1_SC3	296	1726	825	1602	1101
DivAnc	610	125	1_SC3	444	2539	1275	2557	1839
DivAnc	84538	923	1_SC3	1	13	10	27	20
DivAnc	43909	617	1_SC3	1	22	19	40	26
DivAnc	14563	756	1_SC3	2	10	10	29	38
DivAnc	179919	923	1_SC3	258	1595	763	1585	1107
DivAnc	182053	829	1_SC3	2	12	5	3	27
DivAnc	15560	806	1_SC3	64	313	162	255	202
DivAnc	258660	474	1_SC3	105	605	305	498	357
DivAnc	8797	687	1_SC3	1	0	0	0	0
DivAnc	62014	347	1_SC3	23	102	39	65	52
DivAnc	26893	138	1_SC3	78	447	206	425	294
DivAnc	77875	903	1_SC3	305	1455	665	1348	1172
DivAnc	26898	1001	1_SC3	85	612	303	537	431
DivAnc	123225	295	1_SC3	678	4040	1974	4029	3436
DivAnc	208795	870	1_SC3	7	47	18	6	20
DivAnc	68856	231	1_SC3	1	18	3	17	3
DivAnc	12465	866	1_SC3	1	6	0	0	0
DivAnc	175038	646	1_SC3	1	7	0	0	0
DivAnc	79301	177	1_SC3	128	718	379	829	588
DivAnc	78781	883	1_SC3	1	0	0	0	0
DivAnc	1304	296	1_SC3	1	0	0	0	0
DivAnc	1306	572	1_SC3	5	15	0	0	0
DivAnc	23204	883	1_SC3	1	0	0	0	0
DivAnc	47733	804	1_SC3	1	0	0	0	0
DivAnc	31465	362	1_SC3	1262	7815	3978	8023	6145
DivAnc	84998	815	1_SC3	1	4	10	38	20
DivAnc	91960	831	1_SC3	363	2209	1165	2349	1999
DivAnc	35701	757	1_SC3	391	2168	1050	2112	1628
DivAnc	34495	489	1_SC3	1	4	0	0	0
DivAnc	5741	657	1_SC3	50	167	86	161	179
DivAnc	23595	476	1_SC3	2	0	0	0	0
DivAnc	109742	180	1_SC3	1	9	3	8	0
DivAnc	13934	597	1_SC3	326	1726	1008	2144	1733
DivAnc	13937	91	1_SC3	1	5	0	0	0
DivAnc	3596	817	1_SC3	382	2062	1131	2049	1462
DivAnc	50552	998	1_SC3	1	1	0	0	0
DivAnc	279760	913	1_SC3	1	12	20	45	60
DivAnc	11540	160	1_SC3	3	38	6	8	6
DivAnc	5583	625	1_SC3	3	0	0	0	0
DivAnc	24304	213	1_SC3	288	1408	811	1546	1235
DivAnc	221470	83	1_SC3	176	1068	587	1208	959
DivAnc	9834	147	1_SC3	38	221	91	257	241
DivAnc	5589	418	1_SC3	1	14	0	0	0
DivAnc	38213	3	1_SC3	1130	6744	3485	7272	6125
DivAnc	25825	800	1_SC3	575	3663	1726	3428	2588
DivAnc	245735	800	1_SC3	568	3353	1746	3333	2576
DivAnc	7754	226	1_SC3	1	0	0	0	0
DivAnc	54326	203	1_SC3	3	32	30	97	17
DivAnc	87988	213	1_SC3	60	388	183	345	304
DivAnc	25925	886	1_SC3	1	9	1	6	0
DivAnc	1701	211	1_SC3	1	0	0	0	0
DivAnc	46942	348	1_SC3	1	0	0	0	0
DivAnc	61112	407	1_SC3	233	1502	724	1566	1121
DivAnc	287019	366	1_SC3	360	2248	1199	2952	2460
DivAnc	8334	612	1_SC3	393	2291	1221	2466	2027
DivAnc	100785	644	1_SC3	403	2379	1209	2318	1735
DivAnc	47739	913	1_SC3	7	78	37	54	18
DivAnc	196168	423	1_SC3	326	1967	947	2145	1531
DivAnc	23376	375	1_SC3	250	1646	745	1450	1113
DivAnc	43342	924	1_SC3	822	4842	2720	5696	4204
DivAnc	12534	390	1_SC3	5	66	58	71	43
DivAnc	115777	1000	1_SC3	2	3	0	0	0
DivAnc	104205	674	1_SC3	149	753	357	710	700
DivAnc	214700	514	1_SC3	244	1414	731	1402	1087
DivAnc	127562	564	1_SC3	264	1428	697	1266	1054
DivAnc	299848	177	1_SC3	75	489	191	383	337
DivAnc	5695	50	1_SC3	370	2067	1250	2396	1809
DivAnc	13321	456	1_SC3	1	0	0	0	0
DivAnc	25354	423	1_SC3	1564	9323	4860	9629	7796
DivAnc	25357	871	1_SC3	1	20	4	12	8
DivAnc	179	482	1_SC3	1	16	6	14	27
DivAnc	120036	522	1_SC3	3	13	0	0	0
DivAnc	32091	757	1_SC3	91	713	311	624	443
DivAnc	22409	302	1_SC3	298	1501	732	1356	1120
DivAnc	124996	646	1_SC3	154	766	426	894	696
DivAnc	16541	669	1_SC3	2	9	6	13	0
DivAnc	1066	732	1_SC3	2	0	0	0	0
DivAnc	22402	231	1_SC3	1	0	0	0	0
DivAnc	255954	886	1_SC3	2	15	21	53	33
DivAnc	296100	619	1_SC3	347	2009	918	1669	1596
DivAnc	166530	988	1_SC3	3	33	17	60	35
DivAnc	150618	138	1_SC3	302	1734	780	1587	1335
DivAnc	82338	252	1_SC3	285	1418	763	1399	1084
DivAnc	447	648	1_SC3	1	0	0	0	0
DivAnc	56502	202	1_SC3	267	1585	849	1753	1368
DivAnc	27267	570	1_SC3	2	11	3	4	2
DivAnc	51203	856	1_SC3	80	490	213	394	271
DivAnc	200259	347	1_SC3	1	30	31	68	50
DivAnc	2280	266	1_SC3	257	1501	635	1350	1084
DivAnc	98513	269	1_SC3	158	872	409	736	517
DivAnc	43680	570	1_SC3	2	0	0	0	0
DivAnc	56768	1018	1_SC3	1	9	0	0	0
DivAnc	46717	85	1_SC3	502	3099	1755	3471	2990
DivAnc	3668	916	1_SC3	138	871	444	826	567
DivAnc	2286	772	1_SC3	33	165	97	202	121
DivAnc	19687	267	1_SC3	1	0	0	0	0
DivAnc	292486	71	1_SC3	99	641	308	623	416
DivAnc	191287	896	1_SC3	194	1063	455	912	724
DivAnc	117129	366	1_SC3	1	0	0	0	0
DivAnc	277085	866	1_SC3	41	313	86	222	240
DivAnc	167205	976	1_SC3	1	5	3	2	3
DivAnc	11690	723	1_SC3	345	2136	1069	1991	1349
DivAnc	165532	1001	1_SC3	3	28	12	13	0
DivAnc	57746	125	1_SC3	484	2912	1523	3006	2533
DivAnc	11455	845	1_SC3	1	0	0	0	0
DivAnc	11450	785	1_SC3	5	43	14	29	19
DivAnc	6590	777	1_SC3	311	1725	846	1679	1284
DivAnc	98202	1000	1_SC3	4	21	3	13	7
DivAnc	135273	976	1_SC3	255	1320	673	1392	976
DivAnc	5036	423	1_SC3	193	1291	631	1389	1029
DivAnc	39859	412	1_SC3	228	1220	613	1228	980
DivAnc	4823	356	1_SC3	1	3	6	0	0
DivAnc	64544	639	1_SC3	1	0	0	0	0
DivAnc	17129	843	1_SC3	403	2123	1093	1820	1569
DivAnc	979	1014	1_SC3	1	12	7	40	9
DivAnc	1082	534	1_SC3	20	177	115	340	301
DivAnc	977	985	1_SC3	277	1505	831	1543	1124
DivAnc	36731	32	1_SC3	127	808	491	941	664
DivAnc	198897	267	1_SC3	30	151	63	143	79
DivAnc	41853	271	1_SC3	86	507	340	585	490
DivAnc	193710	115	1_SC3	2	6	8	2	0
DivAnc	97601	473	1_SC3	25	87	32	121	105
DivAnc	152420	106	1_SC3	6	8	7	8	0
DivAnc	75699	829	1_SC3	1	4	2	0	0
DivAnc	2117	866	1_SC3	3	10	0	0	0
DivAnc	20125	70	1_SC3	11	41	37	51	54
DivAnc	45718	239	1_SC3	293	1508	715	1286	1201
DivAnc	62377	757	1_SC3	2	0	0	0	0
DivAnc	62375	50	1_SC3	140	850	305	718	513
DivAnc	14029	147	1_SC3	2	16	1	9	9
DivAnc	121078	729	1_SC3	234	1411	710	1448	1087
DivAnc	1915	993	1_SC3	1	22	4	0	0
DivAnc	1916	40	1_SC3	2	8	0	0	0
DivAnc	56964	200	1_SC3	1	11	12	19	4
DivAnc	26037	433	1_SC3	35	246	83	235	222
DivAnc	12136	977	1_SC3	51	299	194	439	391
DivAnc	235857	340	1_SC3	2	22	0	0	0
DivAnc	192531	228	1_SC3	2	12	0	0	0
DivAnc	62979	930	1_SC3	292	1611	886	1399	1033
DivAnc	11133	757	1_SC3	771	4548	2316	5103	3661
DivAnc	36396	185	1_SC3	2	23	5	29	30
DivAnc	53684	526	1_SC3	1	14	1	4	0
DivAnc	70558	214	1_SC3	2	15	7	19	3
DivAnc	45375	60	1_SC3	147	927	434	824	456
DivAnc	2758	843	1_SC3	390	2515	1338	2410	1768
DivAnc	883	209	1_SC3	337	2128	1071	2265	1835
DivAnc	232538	1005	1_SC3	1	3	10	9	2
DivAnc	884	958	1_SC3	311	1625	898	2135	1468
DivAnc	54667	112	1_SC3	330	2031	955	2161	1578
